comment,labels
"Không hài lòng,cây nâng thì không nâng lên được để kê bánh xe vào đẩy. Dụng cụ nâng vật dụng không giống như hình ảnh quảng cáo,không sử dụng được.chọn màu vàng nhưng lại giao hàng có màu xanh ",0.0
Theo cảm quang thì sản phẩm nhìn rất yếu nên không dám sử dụng. Nói chung là thất vọng về sản phẩm. nhận xét,0.0
Đặt mua màu vàng nhưng lại giao màu xanh. ,0.0
"Đơn hàng đã mua từ tháng 4, có yêu cầu xuất hóa đơn nhưng đến nay vẫn chưa nhận được hóa đơn tù đơn vị cung cấp hàng cũng như từ Tiki. Đã liên hệ với Tiki cũng như nhà cung cấp nhưng vẫn không nhận được phản hồi. XUẤT HÓA ĐƠN",0.0
"giao hàng không đúng mẫu tôi đặt. thùng đồ nghề không đúng mẫu, kích thước (nhỏ hơn) ",0.0
Giao hàng đúng hạn nhưng không nhanh như những lần trước ,1.0
"hàng lấy về không giống như trong hình, thông tin 1 lớp 8mm, nhưng mua về thì 2 lớp nhưng có 6mm, vậy tôi muốn đổi lại cho đúng sản phẩm như tôi đã đặt thì phải làm sao? chưa sử dụng không biết thế nào",0.0
"Hàng giao không đúng quảng cáo. Ghi là 8mm nhưng giao hàng thực tế là 6mm. Quá thất vọng. Cảm giác bị lừa. Thảm tập YOGA Cao Cấp TPE 1 lớp - 8mm co giãn tốt, độ bám cao",0.0
Không giống hình. Không phải 8mm. Không phải một lớp. Thảm bị lủng 1 lỗ ,0.0
đặt là lò xo hình ảnh cx để như z sao khi nhận hàng thì đưa là dây thun kéo báo lỗi giao hàng người ta lấy lại hàng rồi nói là sẽ đưa hàng khác mà đợi cả tuần không thấy mất tiền mất của luôn làm ăn như z à ,0.0
Mở hộp ra đã thấy bung cái miếng nhựa để chặn lại rồi. Mong tiki thu hồi lại và đổi hàng giúp mình ,0.0
Thiết kế cái nút gài như đồ chơi tre em nên xài dc 5phút thế là xong k gài dc nữa ,0.0
"Mua màu trắng mà giao màu sửa , làm khong uy tính gi hết đăng bài màu trắng giao màu khác là sao trời ? ",0.0
Khi mình nhận sản phẩm rất k hài lòng vì sp bị rách và bẩn nhưng nt shop k phản hồi. Mình cần đổi lại sp khác Sản phẩm bị lỗi,0.0
hàng giao nhanh đóng gói cẩn thận . nhưng hàng không hít được như quảng cáo. sàn gỗ gần như k hít dc tí nào luôn. ,1.0
"Kiểu dáng bắt mắt nhưng khoá kéo rất gắt , kéo bị vướng víu rất khó kéo. Đường may không đẹp hở chỉ, túi giữ nhiệt nhưng rất nhiều khe hở của đường may nên không kín,  thử chế nước vào nước chảy ra ngoài hết. Túi đựng hộp cơm",0.0
"Bàn ko đẹp như hình, xấu, bong tróc nhiều chỗ. Ko hài lòng. ",0.0
"bàn bị nứt, đất bám vào rất dơ ",0.0
"Mua hàng của shop Amazon, hãng sản xuất là miDoctor. Thế mà hàng được giao lại k có chữ nào liên quan đến 2 cái tên này, mà lại có cái tên Amalife Hình ngư giao nhần sản phẩm",0.0
"Bàn quá yếu, nghĩ thế nào mà bỏ được máy tính vậy? Vui lòng quan cáo đúng thực tế dùm. Đỡ mất thời gian ",0.0
Sài dc 1 lần hư luôn ,0.0
"Cái gạt nước cao su khá tệ, do phần cao su ko phẳng nên vẫn để lại vết nước trên kính, ",0.0
"Nên đề kích thước , quá bé để dùng , k đánh số mảnh , báo hại phải lần mò để lắp, sản phẩm quá mắc vì nhỏ bé, giống đồ chơi trẻ em , mất uy tín quá ",0.0
"Khăn 4 lớp gì mà nhìn như khăn 2 lớp mua ở chợ vậy, mỏng te sản phẩm quá tệ",0.0
Hàng rởm. Ghi 100% cotton nhưng thực ra 100% nilon Hàng rởm. Ghi 100% cotton nhưng thực ra 100% nilon,0.0
"nhạc thì mỗi lần phát xog 1 bài ( chắc khoản 45s) là ngưng, muốn phát tiếp phải bấm nút lại, thật sự mệt mỏi vì vụ này. không xoay gì cả nha mọi người. lúc mua mình tưởng là tự động xoay chứ, thất vọng ",0.0
Dở ẹc. Máy dán xong bị bong ra ,0.0
Nội dung sơ sài_ từ vựng nằm ở chương trình cơ bản .. không thích hợp cho những bạn đã am hiểu về tiếng trung ,0.0
"mình tin tưởng mua khay đựng thức ăn cho bé mà giao hàng trầy, hư hỏng làm mất niềm tin. Mấy lần trc mua cũng bị giao hàng không đúng và ko sử dụng được Giao sản phẩm hư hỏng trầy xướt, mất lòng tin khách hàng",0.0
Tệ thật sự. Mình mua về mới mang dc vài lần. Cái bị bubg cái nút kính ra luôn. Mà báo tiki sau đó khoảng hoen 1 tuần thì tiki kêu quá hạn tgian r nên phải chịu. Chán. Chã buồn nói . Phải xem lại chất lượng,0.0
"cực tệ,mũ hở keo vừa đeo lần đầu rớt luôn ốc mặt kính,mua hàng tiki hơi bị nhiều nhưng chất lượng tiki càng ngày càng kema ",0.0
"núc mở hộp ra thì k thấy miếng chắn phần đen đâu cả, để chơ ra thế kia nước vào thì ướt hết, mong tiki xem xét lại ",0.0
Mới xài một lần đã sứt quai. Quá thất vọng về sản phẩm. ,0.0
"Chăm sóc khách hàng của tiki quá kém. Giao đúng size nhưng đội không vừa. Mình nghi ngờ rồi, có hỏi trước thì không thấy trả lời. Size L vòng đầu 57-62 đội vừa, mà vòng đầu mình 60 đội chật. Đánh giá",0.0
"Không biết tiki có giao nhằm không nhưng mình đặt sz L thì mang rất chật, năm trước mình có mua 1 cái chita sz L mang rất thoải mái nhưng lần này thì thất vọng quá, đầu mình 57-58cm. ",0.0
Nón quá nhỏ. Đặt hàng size L mà giờ xem lại không còn hiện thông tin size đặt. Vậy có đổi size lớn dc kg? Cỡ này chỉ dành cho trẻ em mới vừa ,0.0
"Quá tệ, mới xài lần đầu mà nước vào đầy mắt, đưa cho bạn mang thử cũng bị vậy, mà giờ không biết phải làm sao với nó, trong khi mới mua và xài duy nhất có 1 lần. Có được đổi cái khác không bạn ơi? ",0.0
"size L mà vẫn hơi chật, gọi lên tổng đài thì bảo là sp nằm trong danh mục hạn chế đổi trả, lại yêu cầu khách hàng k đc sử dụng. Vậy k đội lên thì làm sao biết vừa hay k để còn đổi trả sp. giao hàng lâu",0.0
Cho tôi hỏi là mũ này có thể dùng để đi xe máy được không? Vì sao trên tem sp lại ghi là không dùng cho đi xe máy?! Nhưng điều này lại không được nêu rõ trong phần mô tả?! ,0.0
"hàng không phải là mũ bảo hiểm xe máy, chất lượng không như quảng cáo. Nút dây bấm thì bằng nhựa mỏng manh. Nói chung mình muốn trả lại hàng. Cảm giác bị lừa không hài lòng",0.0
"Sản phẩm ko đúng hình, trên ảnh là ghi mũ bh nhưng nhận đc là mũ thể thao. Có bạn ở dưới comment hình rồi nên mình k up lại Sản phẩm ko đúng hình",0.0
"Mình đặt mũ đen bóng size M, shop thu tiền mã ấy mà lại giao đen mờ size L, shop xem phản hồi lại giúp mình ",0.0
Hôm qua mua hiệu khác giao cho cái nón trầy sơn. Hôm nay đặt qua cái nón này lại được giao cái nón bị trầy tiếp Trầy sơn,0.0
"ĐẶT 1 MẪU GIAO 1 MẪU.
trong khi đặt đã nhắn tin bảo gửi giúp đúng mẫu do cần gấp.
shop làm ăn tác trách.làm mất thời gian người mua ",0.0
đặt mũ lót trong màu đen khi giao lai giao lót trong màu vàng .mong tiki sớm đổi lại đúng mẫu khách hàng đã đặt ,0.0
"Nhìn mũ đẹp nên đặt 1 cái. Hàng về nhỏ ko đội vừa, chất lượng bên trong mũ thì tệ. Nói chung là mua về ko xài đc. Ko hai long",0.0
"Kính không vừa với nón, kính đeo cũng vô dụng à, giá 99k thì khá ổn nhưng xốp trong cứng chứ ko mềm lồi cả ra ngoài.  Nên bỏ tiền mua món khác giá trị hơn bạn nhé ",0.0
mũ kém chất lượng . bóc dc cả tấm sốp ra chả hiểu lm ăn kiểu gì ,0.0
"Kính lỏng lẻo dễ tuột, ko cách nào làm chặt đc ",0.0
"Mình đã liên hệ Tiki vì mũ bảo hiểm bị tróc ra, dường như có vết nứt và giao hàng có kèm mắt kính bảo vệ tia UV.
Đang đợi mail để gửi thông tin nhưng bộ phân CSKH của Timi chưa gửi mail ",0.0
"Màu hơi sáng so với ảnh, nếu có thể mong Shop đổi màu cho mình đc k ạ.. hàng vẫn nguyên tem mac ",0.0
nón hơi trầy có thể đổi lại cái mới cho e được hông ,0.0
Đặt size L. giao hàng XL. đang cần cái nón bảo hiểm đi làm mà làm ăn tào lao quá Tiki ơi. Giao hàng không đúng size,0.0
Vừa nhận hàng. Đóng gói kỹ càng nhưng khi bỏ ra mũ đã có vết bẩn. Mũ không đẹp như trong hình! ,1.0
"Quá tệ. Mút còn lệch ra cả bên ngoài. Nhưng mua vì lâu lâu chở ng thân ra ngoài nên thôi Xấu, quá tệ",0.0
"Mũ cảm thấy nhỏ, đội k đc thoải mái, phần lưỡi trai phía trc mêm, nói chung k thích mũ này. ",0.0
"Mình đặt mua màu đen nhưng khi gữi thì lại màu trắng, có thể đổi lại dùm mình không ",0.0
Giao hàng không đúng như đặt rồi làm ăn tào lao quá ,0.0
Nón ko đúng zise nhỏ đội ko vừa đầu bị lỗi ,0.0
mới mua về chưa gì đã bung keo ,0.0
Mình đặt size XLmà lại giao size M đội vào chật và nhức đầu. Mong tiki hỗ trợ đổi lại nón khác đúng size mình đã đặt Giao nhầm size,0.0
tạm đc nhưng mà hơi nhỏ ,1.0
"mình mua 2 cái, 1 cái bị tình trạng như thế này là sao hả Tiki? có đổi tại Andes dc ko? phần xốp trong hộp bị tách ra",0.0
"Những người đầu bé đến vừa đậu lên rất xấu, keo lòi ra thấy rõ, chán thật sự Mũ xấu",0.0
sản phẩm không có lớp xốp bên trong ,0.0
Quá tệ ,0.0
mới sử dụng được vài ngày đã bị bong đường chỉ ,0.0
"Nón bị đứt quai đeo do phần ốc định vị bị mục, phần viền thì bong keo. Rất mong nhà bán hàng có tâm với sản phẩm mình bán ra ",0.0
Ko nhu mong doi ,0.0
Nón bị lỗi không đóng cái lưỡi trai vào được. Chán ghê? Có được đổi cái khác không đây? ,0.0
"Đã mua 01 sản phẩm, chất lượng đạt yêu cầu, nhưng trên đơn hàng có ghi tặng kèm kinh UV màu trắng, khi tôi nhận hàng thì chỉ có nón, không thấy kinh UV tặng kèm. Không tặng kèm kính UV màu ngẫu nhiên",1.0
"Chất lượng thì bình thường, ba lô để đựng nón full face mà thiết kế quá nhỏ, bỏ không đc lỡ mua không nhẽ trả lại ",1.0
"Minh vừa nhân hàng sản phẩm bị lỗi phần kính, mất ốc 1 bên, mong shop đổi sản phẩm dùm mình. sản phẩm lỗi",0.0
"mua về thấu điều khoản k giống quyển sách đính kèm, nên phải mua lại quyển đính kèm ",0.0
"Hình in bị kéo vỡ, màu ko tươi rõ như trong hình. Hình cắt còn viền trắng quá nhiều. ",0.0
đặt nón mủ hồng mà giao đen thất vọng ghê trả lại thì tội nghiệp Anh shipper ,0.0
Sticker xấu .......... . .. ,0.0
"hàng lỗi phần xốp lỏng lẻo,  thừa hết ra ngoài, đề nghị đc đổi trả Hàng lỗi đề gnhi tiki đổi trả",0.0
"sai màu, mua màu xanh thành màu đen ",0.0
"giao hang cũ, boc dây đeo bị nức, rách. ",0.0
"Mũ bị xước phần sau, phía trên đỉnh đầu, với 1 sản phẩm dù giá tiền thế nào thì người mua cũng muốn nhận được hàng mới, đảm bảo. Hàng mình nhận giống như để bị trầy xước rồi đem bán ấy. Bực bội ",0.0
"Hàng chất lượng rất thấp, Mũ mua về thì đứt quai. Tiki lúc đóng hàng không kiểm tra kỹ vụ này hay sao vậy ? Bó tay Tiền nào của đó",0.0
hàng team không giống quảng cáo mút bên trong thì khá là miền có thể tháo ra luôn liệu có phải hàng chính hãng hk đây mong tiki xem xét lại giùm ,0.0
thật sự không hài lòng . đặt mua tem con rùa . giao tem con gấu nâu ,0.0
mũ quá nhẹ không biết có bảo vệ được đầu không ,0.0
"hàng giao nhanh đóng gói chắc chắn,nón bị lỗi bị lệch quai và nút xin anh chị chú ý ",1.0
"Hàng mua màu vàng,giao màu xanh như vậy. Yêu cầu đổi trả lại ",0.0
"dây đeo , đệm tệ như đồ chơi con nít . thất vọng ",0.0
"Sản phẩm không đúng mầu như quảng cáo, đóng gói kém. Nên bị võ Sản phẩm bị vỡ",0.0
nho quá trả lại ,0.0
"Đặt mua 2 móc, nhưng lại đưa 2 móc y nhau từ màu sắc đến kiểu dáng. Shop thật sự không tinh tế và không để ý cảm nhận KH ",0.0
Mình đặt mua màu đen nhám nhưng lại nhận được hàng là màu đỏ.  Muốn đổi lại sản phẩm đúng màu thì phải làm như thế nào. ,0.0
Giao nhầm hàng cho Mih roi ,0.0
Đừng mua - Nhái Nón Sơn - Ko đảm bảo an toàn khi tham gia giao thông Hàng nhái - Kém chất lượng,0.0
gửi hàng không đúng Theo ảnh ,0.0
hàng của mình ship về bị vỡ như này. 😤😤😤 ,0.0
k được tốt cho lắm .sai mao hu ,0.0
"Mình chọn mua vì thấy dây cài bằng sắt để treo vào cốp xe vho tiện. Khi nhận hàng thấy là nhựa, đẳng cấp hay k là cái dây cài mà giờ vậy! Chán Không giống trên app",0.0
"Tôi muốn được đổi sản phẩm mới, vì cái mũ này bị bung như vầy. Tội này của cong ty/cơ sở làm mũ có thể bị truy cứu  trách nhiệm hình sự nha! ",0.0
"Kính bị bể, mũ nứt vành! Không hài lòng sản phẩm này! ",0.0
Sản phẩm mở ra đội lên đầu cứ bỏ ra là xốp lôi ra cùng luôn quá thất vọng về sản phẩm này Sản phẩm không chất lượng như mô tả,0.0
sản phẩm lỗi rất thất vọng vì chất lượng của sản phẩm. đánh giá sản phẩm,0.0
Không hiểu nổi. Sản phẩm không đúng. Giờ phải đổi phiền phức ghê Thất vọng,0.0
"Giao sản phẩm mà không sử dụng được đau sống mũi, báo tiki nói sản phẩm không được phép khiếu nại Sản phẩm không vừa ý",0.0
Sản phẩm nhận bị trầy xướt nên đã được hỗ trợ đổi trả. Dịch vụ Tiki tốt nhưng cần phải kiểm tra cẩn thận sản phẩm trước khi giao cho khách ,1.0
"Mua nón màu xanh mà gui cho màu.đỏ 
Nón thì chày xước
Bất mãn kinh khủng ",0.0
"Sản phẩm có đường chỉ may rất kém, giặt bằng máy giặt 1 lần là bung hết chỉ bên trong, nên cải thiện điều đó sẽ tốt hơn cho sản phẩm. Sản phẩm chưa tốt",0.0
"tôi đặt size L nhưng nhận được size M. Không biết nhận xét này có được duyệt không, vì trước đây cũng đăng nhận xét nhưng bị gỡ bỏ ",0.0
mọi người căn nhắc khi mua nha Vì nón khi đội vào rất đau đầu ,0.0
đồ kém chất luọng nhựa quá dòn quá thất vọng về sản phẩm sử đuọc ngày đã gẫy đồ kém chất luọng nhựa quá dòn quá thất vọng về sản phẩm sử đuọc ngày đã gẫy,0.0
"Hàng gửi ko giống qc. Hộp bẹp dúm dó. Đặt là OS mà nhận lại là tên khác, mẫu đặt cũng ko giống luôn. Chất lượng và có phát sáng hay ko chờ con dùng sẽ phản ánh tiếp. Nói chung là: không hài lòng. ",0.0
Giầy thì có vẻ chắc chắn nhưng bảo vệ chân tay thì trông mỏng mảnh. Mũ bảo hộ thì gửi thiếu chưa biết thế nào Nhận hàng nhưng thiếu mũ bảo hộ. Đề nghị shop gửi bù,0.0
Đã nhận được giày patin. Mua giày có tặng bộ bảo hộ mà chỉ nhận được 1 mũ bảo hộ nhìn dỏm giống đồ chơi. Không có bảo hộ đầu gối... Giao hàng thiếu,0.0
"Sản phẩm ko giống như quảng cáo, bánh xe ko đèn. Ko phát sáng. Bánh xe bánh thứ 2 ko chạm đất. Bé khó đi. Muốn đổi sp tốt hơn có được ko shop ",0.0
"nón ở ngoài màu nhợt nhạt, nhìn không bắt mắt ",0.0
Mũ quá tệ ae mua lưu ý nhé ,0.0
k hài lòng ,0.0
Hàng k giống mẫu. Mình muốn trả lại làm sao? Vì nhờ ng nhận hộ nên k kiểm. Tra hàng được ,0.0
"Shop gửi cõ S quá nhỏ, không lọt đầu. Muốn liên hệ đổi cỡ to hơn. Làm ơn hỗ trợ! Shop gửi cõ S quá nhỏ, không lọt đầu",0.0
Nón đội không vừa ,0.0
"Da nhan hàng va thành toan song
khi mở ra san phẩm thiêu.1 bao ve em be.2 nem ghế ngồi.3 mai che ",0.0
"khi giao hàng ko có tờ hiwongs dẫn lắp đặt, tối mất thời gian lắp mà k xong, để nghi gọi cho tôi gấp để hướng dẫn cách lắp Không có tờ hướng dẫn cách lắp, đặt mua màu xanh mà giao màu đỏ",0.0
Giao hàng bị thiếu nhiều chi tiết nên không lấp được mong được hỗ trợ ,0.0
"Sản phẩm giao tới không đúng màu , thiếu phụ kiện quá nhiều ko lắp dc ",0.0
Mua mũ ghi có vành khui ra giao ko vành ,0.0
giao hàng bị thiếu vành mũ đằng trước! ,0.0
"Mình nhận hàng là mũ cho trẻ em nhưng bị mất chốt, phần xốp rời ra với phần nhựa, tính mạng con người rẻ quá Hàng chất lượng chưa đảm bảo",0.0
nón nhìn đẹp nhưng không chất lượng. lòng trong bằng xốp ko gắn keo bị rớt ra ngoài. cho 1* thôi nón chất lượng kém. mẫu mã thì,0.0
sản phẩm bị hở rớt ra ko chất lượng tôi muốn trả hàng ,0.0
"mình đặt mua 08-01-2020. 
hôm nay là 21-01-2020. 
nón đã gãy chốt bên trái, bể luôn cả nhựa. chất lượng gia công quá tồi",0.0
"gửi nhầm sai M, tôi đặt sai XL, giao hàng quá chậm gửi nhầm",0.0
Ti ki làm ăn quá trán.Mũ thì ok nhưng giao hàng thì ko thể chấp nhận đk Thời gian giao hàng quá lâu có khi khách đã mua được ở những shop khác mấy cái mũ rồi,0.0
"Thường mua hàng trên Tiki nhưng lần này thật thất vọng. Mua 5 cái mà 3 cái ép ẩu, bị hở 2 đầu (như hình), không dùng được. Không hài lòng về sản phẩm",0.0
"Mua combo 5 túi, nhưng chỉ dùng đc 4, 1 túi bị lỗi kg dùng đc! Kg hài lòng!",0.0
quá nhỏ h shop ko cho đổi lại bt mang làm sao đây ,0.0
Áo ko giống như hình. nhăng nheo đồ cũ lần đầu tiên cũng như lần cuối. ,0.0
lúc chưa giặt thì như hình quảng cáo.giặt rồi là lem màu sau lưng tùm lum. tệ,0.0
"không như giới thiệu sàn phảm,chưa tốt lắm.Mong nhà cung cắp xem lại để phục vụ được tốt hơn ",0.0
"chất liệu quá tồi tệ, như kiểu đi lừa đảo ấy. ko đáng giá 40k. Quá phí tiền phí công đặt mua. ",0.0
áo ngắn không như hình ,0.0
vải hơn mỏng so vs Hình ,0.0
Áo thì ok mà gửi sai màu mong shop làm ăn cho đúng màu khách đả chọn ,1.0
màu khác mẫu nha shop ơi kì quá vậy ,0.0
Chat vai xau k giong trong vai dởm khong sao nhe hhhhhh Chat vai ki cuc,0.0
"em đặt  2 cái một cái thì tốt, cái còn lại thì nhiều chỗ sức chỉ ",1.0
Ko hai long xiu nao ban ao gi thua 35 ngan o ngoai cho nua mua lan đau . Dep mua 3 cai lan sao nhu nui dẻ zây ,0.0
Quá xấu dơ ,0.0
"hơi bẩn một tẹo , giặt bay nhiều màu con cún ",0.0
"Áo như hình, giao hàng cũng nhanh cơ mà vài không được đẹp với dày cho lắm, nếu bán với giá 400k thì trả hàng rồi",0.0
"Quá tệ , không như hình không tôn dáng, vải xấu ",0.0
"Xấu, không có 1 chút gì gọi là Nỉ ngoại, thất vọng. ",0.0
áo quá tệ thất vọng 🤦 ,0.0
áo xấu chất lượng kém ,0.0
"giá rẻ  chất  liệu  cũng tốt nhưng  sao  giặt  1  lần  lem  hết  trơn , hư  luôn  cái áo của  tui in  gì  mới  giặt  1  lần  lem  hết  trơn",1.0
Vải mỏng mặc cọ sát quá .......…........................ Áo khoác nỉ,0.0
"Biết là tiền nào của đó, nhưng làm ăn cũng phải có tâm chút. 75K mà k mặc được lấy 1 lần. Mực in họa tiết trên áo không hiểu được dùng loại gì mà càng giặt càng lem, vắt áo 1 cái nguyên cái áo lem màu. Không mặc được 1 lần.",0.0
không biết tại sao mà niêm phong của tiki bị cắt. áo thì bị mốc ở phần vai. chẳng lẽ lại trả lại😳 ,0.0
mua màu trắng mà giao màu vàng ,0.0
size L mà quá nhỏ ,0.0
"Túi may lệch,  đường may không đẹp, chất vải xấu. Nói chung với giá 75k thì tạm được. còn nếu giá chưa giảm là 140k mà mua thì chắc tui trả liền. Xấu,  thất vọng.",0.0
"xét về mọi mặt đều không giống trong hình,vải thì mỏng,đường chỉ đơn sơ, túi may chệch và còn bị rách một chút nữa chứ, đúng là thất vọng khi mua quần áo trên tiki... Hàng chất lượng kém",0.0
dỏm cực kì ,0.0
Hàng đợt này dài và rộng rất nhiều . Hình như mua lần 2 ko còn chất lượng như đợt hàng đầu tiên . ,0.0
"đúng kiểu tiền nào của nấy, nên đi ra mấy cái shop mua mắc tí mà đẹp và chất lượng. Đừng mua",0.0
sản phẩm quá tệ. Nhà cung cấp giao sản phẩm ko như hình mẫu. ,0.0
hàng xấu không chất lượng nghỉ bán đi.............. ,0.0
"Áo free size mà có chút éc à 😰, chỉ vừa với cỡ e bé 32 kg thôi, chất liệu thì xấu , nói tóm lại quá tiếc tiền , không đáng để mua, nếu có đánh dưới 1 sao tôi sẽ chọn cho sản phẩm này Rất rất không hài lòng",0.0
"Mình mua rất nhiều đồ ở Tiki nhưng lần này cảm thấy thật thất vọng, sản phẩm bị lem màu. Mình nghĩ Tiki nên kiểm tra kĩ mặt hàng để tạo nên trang mua sắm an toàn đáng tin cậy nhé! Không hài lòng.",0.0
s đặt mua  mã giao dịch 4256628760.ma đơn hàng la 200110mm202035194-1578669332.đã thanh toán rồi nhưng chưa nhận được sản phẩm.thanh toán bằng ứng dụng momo cần giải thích cho,0.0
"Nhìn hình rỏ to bảo 59 kg  đổ lai mà chắc cái này 50kg đổ lại thì mang đc chứ em mang chật lắm luôn , mong shop mô tả lại giùm  đê ngta khoi mua nhầm Áo quá nhỏ",0.0
chất lượng hợp với giá tiền.  báo không kiễm tra trước khi giao cho khách.  áo hợp với người 55kg cao 1m6 (cao 1m7 nặng 59kg không vừa nhe ) ,1.0
không biết sao áo size xl nhưng mình có 60kg mặc khá chật ,0.0
áo quá nhỏ chất vải xấu k như mô tả ,0.0
áo không giống hình thật. ,0.0
Áo quá mỏng so với giá tiền quá thất vọng ,0.0
"hàng không giống như hình . Chất liệu vải kém .
cam kết sẽ không mua tiki nữa Hàng kém chất lượng.",0.0
không giống ngoài xấu tui bt z không mua r áo trong hình màu vàng của tui sao màu cam không giống trong hình z,0.0
mình đặt màu đen nhưng lại giao màu trắng có thể đổi trả ko lỗi khi nhận hàng,0.0
Không hài lòng sản phẩm ,0.0
rất thích ,2.0
"màu ko giống hình lắm, hơi xấu, quá rộng, sản phẩm này đắt hơn giá ngoài thị trường,....   ",0.0
chất liệu đẹp nhưng shop gửi size to quá em k mặc đc ,1.0
Chất liệu k được như trong hình...rất thất vọng ạ ,0.0
"áo nhỏ như cho con nít mặc vậy á, keo tróc tùm lum ",0.0
Chất liệu vải kém không dc jiong như hình ,0.0
áo hơi chặt ạ ,0.0
áo trên mạng và nhận về sao lại khác nhau vậy trên mạng là chữ trên áo khác hẳn trữ áo nhận về kì lạ,0.0
ko nên mua nhé mn ko giống như hình ,0.0
sợi dây trong hình màu đỏ còn của tui màu trắng ,0.0
"Vải thì khỏi nói vì giá 149.000 thì không đòi vải tốt được rồi nhưng chỗ vạt áo lại không có thun ôm như ở cổ tay, may giả như có thun để đánh lừa người nhìn.",0.0
Sản phẩm chỉ có 160k mà tôi đưa nhầm cho shiper 260k ... r sau đó shiper mất tích . K liên lạc đk... Mất oan 100k,0.0
"tôi đặt màu vàng 
shop đưa màu xanh lam 
không hài lòng lắm luôn á 
còn k trả đổi được nữa ",0.0
"Mình đặt mua áo tay lỡ màu xám size xs nhưng Tiki lại giao màu trắng size M,vải rất nóng không mặc được.Mong được đổi lại Giao hàng không đúng",0.0
"Áo khác hình. 
Hình là áo dáng xuông mà giao áo bó gấu. 
Thực sự là mình ghét áo bó gấu vl. Biết vậy đ mua nữa
Ngoại trừ điểm đó thì mọi thứ còn lại vẫn ok, giao hàng nhanh -_- ",0.0
vải có mùi nặng ,0.0
áo mỏng quá còn rộng nx:((( ,0.0
Áo mỏng không vừa ý ,0.0
"hàng mua cg trên 100k mà mua về mũ bị lệch túi nhỏ, gắn vải mỏng mặc vào thấy cả áo bên trong như là khi gói hàng ko có kiểm tra thì phải. liệu có nên mua ở Tiki thêm lần nữa ko. ",0.0
sản phẩm lúc gửi về thì tôi lấy ra kiểm tra thấy cái túi mai kiểu gì mà cái thì nhỉ cái thì to cái thì nhỏ cái tai thì cái ngắn cái dài nhìn không đẹp mắt kiểu may sơ sài tôi rất không hài lòng vầ sản phẩm rất không hài lòng,0.0
mua hàng đặt từ hôm t7 giờ vẫn không thấy gì không biết đơn hàng đã được đặt thành công chưa ,1.0
"Cho hoi co doi lai sai lon hon duoc hok ah, moi nhan hang hom nay thoi??? ",1.0
Vải mỏng mặt vào rất kém sang huhu ,0.0
shop làm ăn mất uy tín quá đặt  áo đỏ đen giao áo vàng không đúng mẫu 👎 ,0.0
chất lượng  vãi khoan hả nói tới. shop giải thích hộ 2 dây rút như vậy là như thế nào . chứ mình khui hộp ra mình nhìn tình trạng như vậy là mình rất là tức.. ,0.0
"Giao nhầm sp. Đặt màu đen XL, trắng M nhưng giao đen M, trắng XL ",0.0
Áo chất lượng kém so với hình quảng cáo. Nhìn như hàng chợ rẻ tiền. Chất lượng kém,0.0
Sản phẩm này thì có phần khá mỏng nhưng trong hình thì quản cáo hàng tốt làm gì 🤷‍♀️ ,0.0
chất liệu vải không được đẹp. ,0.0
Rất thất vọng. Vẫn biết tiền nào của đó nhưng đáng ra những sp chất lượng kém như này thì các nhà bán hàng kg nên đưa vào danh mục bán. Kg khác gì sp của các fb bán online cả😓 ,0.0
vãi thì mỏng quá r nhìn trên hình thì thấy đẹp lắm mua về mới pt nó quá mỏng ko có túi nữa nhìn trên hình thì rất đẹp ,0.0
Nhìn ảnh thì rất đẹp nhưng lúc mua thì chất lượng không dc như ý mướn nhưng dù sao cũng đúng với giá tiền của nó. ,1.0
Hàng bình thường không có gì đặc sắc ,1.0
hàng không đúng mẫu ,0.0
Mua áo có đuôi cơ mà.. tại sao giao hàng k có đuôi vậy.. uy tính gê ă nha😠😠 ,0.0
tui đặt áo khủng long có đuôi mà giao ko có đuôi qui tính chỗ nào ,0.0
Ko có đuôi ,0.0
"Không hài lòng về sản phẩm. Sản phẩm bị xuống màu, màu nhìn cũ, giống như đã qua sử dụng. 
Thất vọng lần này. ",0.0
Mình mua màu Xám mà giao màu đen lần nầy mình vui lòng nhận Những lần sau mình se không nhận đâu nhé bên shop xem lại Màu sac truong khi đóng gói san pham nhé Giao không đúng màu,0.0
shop gửi sai áo. sai size ạ. lam sao để đổi lại mẫu của mình đặt ạ ,0.0
"Vải thô ráp.Kém tệ. Đắt.
cho 2 sao vì không thích 1 sao mà đáng ra là 0 sao ",0.0
áo giặt xong có nhiều lông phần túi bị màu hồng lan vào ,0.0
Chất áo quá tệ như ngoài chợ. Mới nhận chưa dùng mà đã bong tróc. Thất vọng. ,0.0
"Mua ba áo, một áo bị rách 😩
Vải ko đẹp, giá thì mắc hơn ở ngoài ",0.0
"giao sai sp mong tiki xem lại giúp e , e đặt là áo len cổ tròn , chứ ko phải áo có cổ ",0.0
ao hơi to ,0.0
Không như hình mô tả trong hình hai tay áo có chữ nhưng nhận được thì một bên có một bên không shop này bán đồ ẩu tả rất thất vọng Chán,0.0
"Những đường chỉ,lộ ra bề mặt ngoài , tôi không hài lòng về sản  phẩm như vậy !!! ",0.0
-Mẫu mã đẹp .nhưng lại bị lổi sản phẩm .Tự khắc phục được nên không trả hàng lại ,1.0
